tweet_id,favorite_count,retweet_count,retweet_status,url
886736880519319552,12306,3443,Original tweet,https://t.co/bVi0Yr4Cff https://t.co/ISvKOSkd5b
886680336477933568,22798,4610,Original tweet,https://t.co/BCoWue0abA
886366144734445568,21524,3316,Original tweet,https://t.co/RGE08MIJox
886267009285017600,117,4,Original tweet,n
886258384151887873,28469,6523,Original tweet,https://t.co/xZDA9Qsq1O
886054160059072513,0,108,Original tweet,https://t.co/WxwJmvjfxo
885984800019947520,33382,7097,Original tweet,https://t.co/BuveP0uMF1
885528943205470208,36689,6683,Original tweet,https://t.co/tp1kQ8i9JF
885518971528720385,20788,3899,Original tweet,https://t.co/gzLHboL7Sk
885311592912609280,0,19297,Original tweet,https://t.co/SATN4If5H5
885167619883638784,22367,4556,Original tweet,https://t.co/44ItaMubBf
884925521741709313,68152,16439,Original tweet,https://t.co/MYJvdlNRVa
884876753390489601,28514,6096,Original tweet,https://t.co/74TKAUsLkO
884562892145688576,24765,5100,Original tweet,https://t.co/1r4MFCbCX5
884441805382717440,27478,5856,Original tweet,https://t.co/vvBOcC2VdC
884247878851493888,74423,21298,Original tweet,https://t.co/uF3pQ8Wubj
884162670584377345,20771,3128,Original tweet,https://t.co/YSI00BzTBZ
883838122936631299,22349,3586,Original tweet,https://t.co/V85xujjDDY
883482846933004288,46860,10407,Original tweet,https://t.co/qjrljjt948
883360690899218434,22986,3825,Original tweet,https://t.co/rf661IFEYP
883117836046086144,37914,6949,Original tweet,https://t.co/Se5fZ9wp5E
882992080364220416,24445,4122,Original tweet,https://t.co/tyER0KpdXj
882762694511734784,28903,5134,Original tweet,https://t.co/D43I96SlVu
882627270321602560,28382,6342,Original tweet,https://t.co/Nx52PGwH94
882268110199369728,45880,12118,Original tweet,https://t.co/fYP5RlutfA
882045870035918850,29900,5203,Original tweet,https://t.co/zeDpnsKX7w
881906580714921986,24773,3533,Original tweet,https://t.co/503CgWbhxQ
881666595344535552,51522,11099,Original tweet,https://t.co/7CSWCl8I6s
881633300179243008,129,7,Original tweet,s
881536004380872706,50199,16570,Original tweet,https://t.co/ghXBIIeQZF
881268444196462592,23501,5358,Original tweet,https://t.co/cgwJwowTMC
880935762899988482,17346,2886,Original tweet,https://t.co/D0wb1GlKAt
880872448815771648,21734,3989,Original tweet,https://t.co/WiAMbTkDPf
880465832366813184,29075,6546,Original tweet,https://t.co/4VsFysDmiw
880221127280381952,27640,4436,Original tweet,https://t.co/fUod0tVmvK
880095782870896641,28150,4533,Original tweet,https://t.co/HauE8M3Bu4
879862464715927552,22667,3642,Original tweet,https://t.co/Qh5aEkRQm9
879674319642796034,315,10,Original tweet,d
879492040517615616,23822,3323,Original tweet,https://t.co/IxM9IMKQq8
879415818425184262,107956,45849,Original tweet,https://t.co/UDT7ZkcTgY
879376492567855104,17099,3261,Original tweet,https://t.co/0gOi601EAa
879130579576475649,0,7181,Original tweet,https://…
879050749262655488,23022,4941,Original tweet,https://t.co/2mJCDEJWdD
879008229531029506,19317,2812,Original tweet,https://t.co/YDtpCjIPKN
878776093423087618,19763,4319,Original tweet,https://t.co/lNZwgNO4gS
878604707211726852,30931,7582,Original tweet,https://t.co/9uABQXgjwa
878404777348136964,0,1349,Original tweet,https:/…
878316110768087041,0,6965,Original tweet,https://t.co/i…
878281511006478336,7913,1349,Original tweet,https://t.co/245xJJElsY https://t.co/lUiQH219v6
878057613040115712,42876,7181,Original tweet,https://t.co/cwtWnHMVpe
877736472329191424,71144,17300,Original tweet,https://t.co/lsPyyAiF1r
877611172832227328,0,83,Original tweet,https://t.co/dJx4Gzc50G
877556246731214848,23258,3994,Original tweet,https://t.co/OYdDlfOGXP
877316821321428993,27907,5414,Original tweet,https://t.co/SHRTIo5pxc
877201837425926144,27755,5880,Original tweet,https://t.co/4g4cfj3P4Y
876838120628539392,21125,3506,Original tweet,https://t.co/j211oCDRs6
876537666061221889,23869,4800,Original tweet,https://t.co/8yoc1CNTsu
876484053909872640,19163,2511,Original tweet,https://t.co/26BXueUgbs
876120275196170240,28490,4903,Original tweet,https://t.co/ejExJFq3ek
875747767867523072,25773,4497,Original tweet,https://t.co/V2WlACRJCN
875144289856114688,22185,5081,Original tweet,https://t.co/ogith9ejNj
875097192612077568,27997,6342,Original tweet,https://t.co/PFp4MghzBW
875021211251597312,26022,4922,Original tweet,https://t.co/brCQoqc8AW
874680097055178752,28439,4875,Original tweet,https://t.co/lZhtizkURD
874434818259525634,0,15546,Original tweet,https://t.c…
874296783580663808,26651,4308,Original tweet,https://t.co/0YplNnSMEm
874057562936811520,23134,4125,Original tweet,https://t.co/pwY9PQhtP2
874012996292530176,35501,11007,Original tweet,https://t.co/XBE0evJZ6V
873697596434513921,0,12518,Original tweet,https://t.co/r28jFx9uyF
873580283840344065,24837,4143,Original tweet,https://t.co/mNuMH9400n
873337748698140672,0,1667,Original tweet,https:/…
873213775632977920,7467,1667,Original tweet,https://t.co/Xp01EU3qyD https://t.co/V5lkvrGLdQ
872967104147763200,28031,5669,Original tweet,https://t.co/EMYIdoblMR
872820683541237760,15029,3884,Original tweet,https://t.co/17FVMl4VZ5
872668790621863937,0,31,Original tweet,…
872620804844003328,21309,3911,Original tweet,https://t.co/lUcpnZDPz9
872486979161796608,41606,9429,Original tweet,https://t.co/BZHiKx3FpQ
872261713294495745,35085,6649,Original tweet,https://t.co/ejHvGDfWoa
872122724285648897,35324,8549,Original tweet,https://t.co/PKSpmiefwN
871879754684805121,39090,11918,Original tweet,https://t.co/uK6PNyeh9w
871762521631449091,20787,3678,Original tweet,https://t.co/AiVljI6QCg
871515927908634625,20730,3628,Original tweet,https://t.co/PR7B7w1rUw
871166179821445120,0,5991,Original tweet,https://t.co/X…
871102520638267392,21461,5764,Original tweet,https://t.co/AbBLh2FZCH
871032628920680449,23255,3999,Original tweet,https://t.co/noNpY2Laoo
870804317367881728,33791,6393,Original tweet,https://t.co/GCD1JccCyi
870726314365509632,121,3,Original tweet,s
870656317836468226,12819,2817,Original tweet,https://t.co/4hxnDOt1CV https://t.co/42ryYRQ2Q4
870374049280663552,85011,27680,Original tweet,https://t.co/T1xlgaPujm
870308999962521604,22453,4384,Original tweet,https://t.co/MVQCzrF1g9
870063196459192321,37771,8840,Original tweet,https://t.co/apVOyDgOju
869988702071779329,0,25661,Original tweet,…
869772420881756160,43710,10663,Original tweet,https://t.co/HciEaJkC4D
869702957897576449,29116,6728,Original tweet,https://t.co/vmCu3PFCQq
869596645499047938,16476,3327,Original tweet,https://t.co/DsA2hwXAJo
869227993411051520,21112,4023,Original tweet,https://t.co/IoR3n1fiiQ
868880397819494401,55098,12518,Original tweet,https://t.co/r28jFx9uyF
868639477480148993,0,2240,Original tweet,https://…
868622495443632128,28295,6275,Original tweet,https://t.co/yeaH8Ej5eM
